"アイテムID(NC)","アイテムコード","名称","代表画像ファイル名(NC)","説明","素材","サイズHTML","表示順","アイテム表示可否","納期(日)","配送コメント","最低数量","アイテムプラットフォームプリセット","アイテム個体ID","カラーID","カラー名称(NC)","カラー表示順","サイズID","サイズ名称(NC)","3DモデルID","3Dモデル名称(NC)","アイテム個体表示可否","アイテム個体プラットフォームプリセット","ベンダー名(ベンダー情報)","アイテム型番(ベンダー情報)","カラー名(ベンダー情報)","カラーコード(ベンダー情報)","サイズ名(ベンダー情報)","JAN(ベンダー情報)","価格(ベンダー情報)"
"__ITEMID__","5399-01","5399-01 8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）","","United Athle 5399-01。8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）。","綿90% ポリエステル10%","S,M,L,XL,XXL","3","1","10","（仮）通常配送","1","0","","6052","ホワイト","1","5018","","","","1","0","（仮）","5399-01","ホワイト","0001","S","2900000035001","2870"
"__ITEMID__","5399-01","5399-01 8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）","","United Athle 5399-01。8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）。","綿90% ポリエステル10%","S,M,L,XL,XXL","3","1","10","（仮）通常配送","1","0","","6060","ブラック","2","5018","","","","1","0","（仮）","5399-01","ブラック","0002","S","2900000035002","2870"
"__ITEMID__","5399-01","5399-01 8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）","","United Athle 5399-01。8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）。","綿90% ポリエステル10%","S,M,L,XL,XXL","3","1","10","（仮）通常配送","1","0","","6054","アッシュ","3","5018","","","","1","0","（仮）","5399-01","アッシュ","0005","S","2900000035003","3470"
"__ITEMID__","5399-01","5399-01 8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）","","United Athle 5399-01。8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）。","綿90% ポリエステル10%","S,M,L,XL,XXL","3","1","10","（仮）通常配送","1","0","","6241","ミックスグレー","4","5018","","","","1","0","（仮）","5399-01","ミックスグレー","0006","S","2900000035004","2870"
"__ITEMID__","5399-01","5399-01 8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）","","United Athle 5399-01。8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）。","綿90% ポリエステル10%","S,M,L,XL,XXL","3","1","10","（仮）通常配送","1","0","","6288","グレー","5","5018","","","","1","0","（仮）","5399-01","グレー","0013","S","2900000035005","2870"
"__ITEMID__","5399-01","5399-01 8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）","","United Athle 5399-01。8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）。","綿90% ポリエステル10%","S,M,L,XL,XXL","3","1","10","（仮）通常配送","1","0","","6243","ゴールド","6","5018","","","","1","0","（仮）","5399-01","ゴールド","0022","S","2900000035006","2870"
"__ITEMID__","5399-01","5399-01 8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）","","United Athle 5399-01。8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）。","綿90% ポリエステル10%","S,M,L,XL,XXL","3","1","10","（仮）通常配送","1","0","","6289","モスグリーン","7","5018","","","","1","0","（仮）","5399-01","モスグリーン","0054","S","2900000035007","2870"
"__ITEMID__","5399-01","5399-01 8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）","","United Athle 5399-01。8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）。","綿90% ポリエステル10%","S,M,L,XL,XXL","3","1","10","（仮）通常配送","1","0","","6075","バーガンディ","8","5018","","","","1","0","（仮）","5399-01","バーガンディ","0072","S","2900000035008","2870"
"__ITEMID__","5399-01","5399-01 8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）","","United Athle 5399-01。8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）。","綿90% ポリエステル10%","S,M,L,XL,XXL","3","1","10","（仮）通常配送","1","0","","6087","ネイビー","9","5018","","","","1","0","（仮）","5399-01","ネイビー","0086","S","2900000035009","2870"
"__ITEMID__","5399-01","5399-01 8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）","","United Athle 5399-01。8.8オンス オーセンティックパイル クルーネックスウェット（裏パイル）。","綿90% ポリエステル10%","S,M,L,XL,XXL","3","1","10","（仮）通常配送","1","0","","6085","インディゴ","10","5018","","","","1","0","（仮）","5399-01","インディゴ","0087","S","2900000035010","2870"
