"アイテムID(NC)","アイテムコード","名称","代表画像ファイル名(NC)","説明","素材","サイズHTML","表示順","アイテム表示可否","納期(日)","配送コメント","最低数量","アイテムプラットフォームプリセット","アイテム個体ID","カラーID","カラー名称(NC)","カラー表示順","サイズID","サイズ名称(NC)","3DモデルID","3Dモデル名称(NC)","アイテム個体表示可否","アイテム個体プラットフォームプリセット","ベンダー名(ベンダー情報)","アイテム型番(ベンダー情報)","カラー名(ベンダー情報)","カラーコード(ベンダー情報)","サイズ名(ベンダー情報)","JAN(ベンダー情報)","価格(ベンダー情報)"
"13570","5041-01","5041-01 5.6オンス ラグランスリーブ Tシャツ","","United Athle 5041-01。5.6オンス ラグランスリーブ Tシャツ。","綿100%","S,M,L,XL","3","1","10","（仮）通常配送","1","0","","6281","ホワイト/ブラック","1","5018","","","","1","0","（仮）","5041-01","ホワイト/ブラック","1002","S","2900000033001","2390"
"13570","5041-01","5041-01 5.6オンス ラグランスリーブ Tシャツ","","United Athle 5041-01。5.6オンス ラグランスリーブ Tシャツ。","綿100%","S,M,L,XL","3","1","10","（仮）通常配送","1","0","","6282","ホワイト/バイオレットパープル","2","5018","","","","1","0","（仮）","5041-01","ホワイト/バイオレットパープル","1063","S","2900000033002","2390"
"13570","5041-01","5041-01 5.6オンス ラグランスリーブ Tシャツ","","United Athle 5041-01。5.6オンス ラグランスリーブ Tシャツ。","綿100%","S,M,L,XL","3","1","10","（仮）通常配送","1","0","","6283","アッシュ/スミ","3","5018","","","","1","0","（仮）","5041-01","アッシュ/スミ","7907","S","2900000033003","2390"
"13570","5041-01","5041-01 5.6オンス ラグランスリーブ Tシャツ","","United Athle 5041-01。5.6オンス ラグランスリーブ Tシャツ。","綿100%","S,M,L,XL","3","1","10","（仮）通常配送","1","0","","6284","アッシュ/ビリヤードグリーン","4","5018","","","","1","0","（仮）","5041-01","アッシュ/ビリヤードグリーン","7939","S","2900000033004","2390"
"13570","5041-01","5041-01 5.6オンス ラグランスリーブ Tシャツ","","United Athle 5041-01。5.6オンス ラグランスリーブ Tシャツ。","綿100%","S,M,L,XL","3","1","10","（仮）通常配送","1","0","","6285","アッシュ/クラシックブルー","5","5018","","","","1","0","（仮）","5041-01","アッシュ/クラシックブルー","7979","S","2900000033005","2390"
"13570","5041-01","5041-01 5.6オンス ラグランスリーブ Tシャツ","","United Athle 5041-01。5.6オンス ラグランスリーブ Tシャツ。","綿100%","S,M,L,XL","3","1","10","（仮）通常配送","1","0","","6286","ヴィンテージ ナチュラル/ライトオリーブ","6","5018","","","","1","0","（仮）","5041-01","ヴィンテージ ナチュラル/ライトオリーブ","8042","S","2900000033006","2390"
"13570","5041-01","5041-01 5.6オンス ラグランスリーブ Tシャツ","","United Athle 5041-01。5.6オンス ラグランスリーブ Tシャツ。","綿100%","S,M,L,XL","3","1","10","（仮）通常配送","1","0","","6287","ヴィンテージ ナチュラル/ダークキャメル","7","5018","","","","1","0","（仮）","5041-01","ヴィンテージ ナチュラル/ダークキャメル","8043","S","2900000033007","2390"
"13570","5041-01","5041-01 5.6オンス ラグランスリーブ Tシャツ","","United Athle 5041-01。5.6オンス ラグランスリーブ Tシャツ。","綿100%","S,M,L,XL","3","1","10","（仮）通常配送","1","0","","6281","ホワイト/ブラック","1","5019","","","","1","0","（仮）","5041-01","ホワイト/ブラック","1002","M","2900000033008","2390"
"13570","5041-01","5041-01 5.6オンス ラグランスリーブ Tシャツ","","United Athle 5041-01。5.6オンス ラグランスリーブ Tシャツ。","綿100%","S,M,L,XL","3","1","10","（仮）通常配送","1","0","","6282","ホワイト/バイオレットパープル","2","5019","","","","1","0","（仮）","5041-01","ホワイト/バイオレットパープル","1063","M","2900000033009","2390"
"13570","5041-01","5041-01 5.6オンス ラグランスリーブ Tシャツ","","United Athle 5041-01。5.6オンス ラグランスリーブ Tシャツ。","綿100%","S,M,L,XL","3","1","10","（仮）通常配送","1","0","","6283","アッシュ/スミ","3","5019","","","","1","0","（仮）","5041-01","アッシュ/スミ","7907","M","2900000033010","2390"
